Customer ID,Loan Sanction Amount (USD)
C-29722,16978.5
C-27800,78669.9
C-14988,86647.92
C-18982,49267.23
C-18069,25289.76
C-670,71008.83
C-17282,23234.26
C-27575,113352.86
C-12538,38105.75
C-40281,92020.74
C-27203,1540.93
C-45140,58382.91
C-36803,63886.95
C-49891,0.0
C-4463,0.0
C-34254,25331.04
C-37728,83239.95
C-9396,34316.08
C-26978,14925.56
C-13757,50398.41
C-48749,0.0
C-43729,0.0
C-16743,24732.42
C-36698,87098.57
C-47574,56169.22
C-39225,58955.35
C-12765,87051.0
C-15770,22358.0
C-28245,77085.09
C-31917,111956.15
C-2478,70725.05
C-42280,20200.7
C-9373,68577.61
C-27149,161634.33
C-723,24246.82
C-17662,60124.81
C-15456,169883.4
C-20061,126887.81
C-4342,28491.77
C-36759,102009.14
C-29527,38036.6
C-35316,43755.81
C-48476,0.0
C-17533,0.0
C-23978,58793.84
C-2902,0.0
C-12180,168468.78
C-29287,140429.77
C-6800,0.0
C-4077,0.0
C-39908,8740.43
C-45714,66632.52
C-46118,78599.96
C-22809,38858.96
C-37283,3266.66
C-41922,0.0
C-37897,0.0
C-17248,44795.59
C-17937,71377.47
C-38013,91928.3
C-14403,43911.54
C-9123,34801.08
C-14325,118288.83
C-37662,63591.84
C-24981,9551.85
C-48981,89913.11
C-45522,15147.54
C-45153,2509.38
C-10145,23918.68
C-28173,28641.94
C-29427,0.0
C-6270,66124.96
C-8710,117082.13
C-45969,0.0
C-6642,0.0
C-29125,52212.47
C-3091,47583.6
C-20514,197592.39
C-44496,17408.88
C-2793,97001.03
C-34088,48268.18
C-17258,9386.22
C-22003,112762.73
C-47927,0.0
C-35199,0.0
C-7408,133543.75
C-45341,63840.25
C-32539,23431.0
C-40134,16487.75
C-23238,0.0
C-24265,43943.04
C-22493,40096.39
C-32828,0.0
C-14370,0.0
C-3308,54974.33
C-42713,48056.95
C-34481,36992.22
C-21713,142607.56
C-19836,35475.65
C-11205,10120.21
C-21619,21868.35
C-32063,91194.5
C-12562,23577.61
C-2321,18850.13
C-48545,82887.73
C-15400,0.0
C-19593,47745.8
C-29978,130457.21
C-45405,39667.77
C-15576,56360.31
C-6759,202149.52
C-39459,51284.06
C-39367,38818.85
C-6012,51006.43
C-24323,18831.65
C-43253,0.0
C-31082,54651.56
C-3221,77747.76
C-16751,10199.76
C-24612,74433.68
C-48556,62267.14
C-34245,39301.53
C-2361,96431.29
C-32567,119253.94
C-44608,0.0
C-11422,21728.47
C-13397,19397.64
C-41121,64944.91
C-15707,0.0
C-22728,25717.27
C-48659,11227.26
C-17888,20459.42
C-42360,0.0
C-6497,85962.39
C-23313,52513.78
C-24147,6376.05
C-44376,0.0
C-986,27090.06
C-18843,9095.92
C-15691,21225.42
C-2241,15977.54
C-19995,60171.18
C-16244,22102.18
C-44685,98520.41
C-30757,26350.07
C-9680,15922.24
C-46028,2094.13
C-1444,94041.68
C-19585,26261.44
C-8319,134490.11
C-22358,0.0
C-26073,48079.63
C-23990,20301.24
C-43565,221570.11
C-30353,101683.44
C-31259,37830.92
C-9643,53598.73
C-31446,21959.6
C-24838,156107.32
C-39271,127981.32
C-7742,57666.01
C-10814,50299.52
C-4165,51945.15
C-44416,0.0
C-34256,104067.36
C-4610,80567.97
C-42161,1189.54
C-31031,40452.73
C-36058,26502.16
C-16656,154358.82
C-20579,101375.4
C-37523,83352.07
C-47989,0.0
C-4680,47274.35
C-26285,72178.22
C-44600,0.0
C-5668,46492.81
C-42113,26591.65
C-22208,16957.47
C-49155,0.0
C-19058,117213.24
C-14513,27748.3
C-22666,94427.84
C-30409,20396.16
C-46756,0.0
C-17618,20879.1
C-10441,12660.47
C-11844,15766.67
C-15064,167251.41
C-43598,115095.52
C-40374,62012.97
C-14117,71317.18
C-44448,26497.69
C-9120,70166.13
C-4108,35352.63
C-45039,107544.2
C-39186,44668.18
C-34709,82458.98
C-11236,0.0
C-10610,49465.29
C-31072,48873.95
C-14448,46921.92
C-4692,0.0
C-19859,67798.9
C-3042,37885.78
C-29926,44719.69
C-12548,54391.45
C-27288,24608.49
C-25646,20585.98
C-41891,73397.3
C-31739,48994.72
C-41359,0.0
C-49699,0.0
C-48758,0.0
C-24540,21317.02
C-49248,0.0
C-32648,51507.71
C-4324,68513.8
C-10847,56454.91
C-33422,73984.89
C-11091,77111.0
C-10383,21235.74
C-2726,17264.53
C-19689,22494.24
C-6188,80829.91
C-24070,100501.32
C-33709,38696.67
C-29883,52950.45
C-24,58467.95
C-800,54602.42
C-22353,102969.6
C-19682,47344.35
C-4466,20790.49
C-45492,1617.33
C-27632,27522.73
C-38867,73089.43
C-6767,12365.38
C-26446,0.0
C-21428,0.0
C-5306,23796.84
C-33022,32975.0
C-38892,72306.13
C-1368,194897.85
C-45830,0.0
C-42777,44327.45
C-41800,3414.79
C-28307,24590.99
C-48402,116229.19
C-44082,0.0
C-45015,0.0
C-44390,11601.3
C-9209,40432.35
C-9427,27090.99
C-21129,55488.97
C-945,43973.57
C-20107,35743.47
C-45307,60859.03
C-25930,0.0
C-21389,47433.28
C-1916,29621.19
C-8126,103530.8
C-31855,28715.72
C-1377,10116.83
C-34444,9442.47
C-14779,0.0
C-26937,58248.13
C-11711,66338.29
C-12231,26035.76
C-17635,54636.4
C-7025,47198.66
C-10133,105353.81
C-47869,109638.27
C-2142,59052.33
C-42742,47948.25
C-7077,50898.03
C-30782,0.0
C-15357,15181.95
C-9398,77096.33
C-10207,16211.21
C-18109,118511.14
C-12898,15890.65
C-34125,25604.45
C-28142,31846.25
C-3811,119023.7
C-7836,49546.84
C-41154,33763.43
C-15129,60822.71
C-33351,73041.11
C-31209,132335.26
C-36769,11690.47
C-34995,188960.73
C-31279,14624.75
C-4713,0.0
C-45089,0.0
C-44198,18848.83
C-16089,63932.98
C-17075,0.0
C-49832,0.0
C-36197,0.0
C-26204,35722.73
C-36061,71233.37
C-22538,82532.56
C-36447,19763.49
C-36191,29556.47
C-17416,48796.2
C-8026,32781.39
C-25056,54597.91
C-43796,12457.78
C-29708,13672.39
C-7361,57306.82
C-35490,32556.34
C-12061,0.0
C-31107,35325.95
C-49180,25225.34
C-28057,37203.36
C-41073,10333.66
C-12851,0.0
C-40904,50140.35
C-4399,67536.08
C-30820,0.0
C-29888,9582.75
C-27945,121037.64
C-25062,32517.22
C-18026,50947.85
C-20327,43919.35
C-27205,119809.77
C-40837,40126.53
C-9117,11939.28
C-25997,36080.89
C-18463,34561.29
C-34313,85170.52
C-12985,159203.72
C-18002,25544.17
C-47028,33070.6
C-43069,180375.23
C-1436,20436.96
C-5680,15135.74
C-22002,102570.8
C-40187,31751.43
C-1154,17255.0
C-17651,103184.83
C-20242,14127.95
C-35020,0.0
C-8015,84914.19
C-47885,0.0
C-5563,28078.27
C-20394,20480.65
C-37285,35932.21
C-36546,117499.17
C-39940,21184.42
C-8198,33947.63
C-18104,0.0
C-42354,0.0
C-42796,87184.54
C-5296,32496.98
C-6331,17737.98
C-29887,102028.76
C-3976,11896.82
C-4939,0.0
C-18322,41718.91
C-31108,99844.71
C-35661,42070.47
C-42754,0.0
C-8434,0.0
C-57,35580.4
C-5580,49545.47
C-4920,91319.77
C-23235,64468.48
C-5682,0.0
C-14083,146490.78
C-35593,28188.55
C-41950,13685.39
C-34159,92685.73
C-28859,58656.7
C-30809,155296.83
C-13355,21540.83
C-44961,0.0
C-35324,42330.37
C-48809,0.0
C-32021,31703.92
C-16725,0.0
C-49233,26891.17
C-23753,0.0
C-36774,152929.32
C-22123,49886.98
C-25429,32845.84
C-26801,72284.59
C-39962,10462.41
C-5415,0.0
C-47619,566.86
C-30522,65220.67
C-37111,15153.78
C-22537,0.0
C-30514,75880.79
C-32046,60412.43
C-5822,63197.12
C-45087,20177.98
C-36661,93350.54
C-25541,81593.69
C-29345,85838.53
C-37142,39110.19
C-38011,8591.59
C-12649,54963.82
C-47798,0.0
C-20033,65031.39
C-291,0.0
C-44912,41342.1
C-23550,93697.11
C-15985,0.0
C-19947,30927.86
C-11925,8676.05
C-29123,128986.02
C-17607,94303.79
C-23946,29304.92
C-14627,94939.08
C-39192,47955.32
C-25656,103431.05
C-2845,0.0
C-37028,63435.34
C-40470,47100.95
C-32732,84275.56
C-25933,42545.98
C-23101,8461.56
C-245,8691.63
C-46362,67663.86
C-23479,0.0
C-9151,69076.31
C-42088,82076.69
C-14509,54056.88
C-20617,86237.04
C-25854,41531.78
C-46674,101610.14
C-10755,24872.24
C-46710,0.0
C-48090,68509.8
C-45158,60076.54
C-28487,80874.88
C-9289,61111.79
C-39199,0.0
C-1791,35322.3
C-35689,24828.11
C-43672,8290.71
C-45540,132091.23
C-968,10912.67
C-35655,48397.29
C-10574,0.0
C-42906,483.6
C-34071,0.0
C-8104,46517.97
C-4959,97850.33
C-6637,152332.58
C-28082,56050.42
C-21822,20389.19
C-23434,53083.0
C-3538,25712.16
C-4889,49178.33
C-13404,126816.3
C-27561,15063.1
C-49076,12408.18
C-18220,35022.08
C-11327,78863.97
C-46654,0.0
C-21148,14179.69
C-38,25313.28
C-19818,65769.17
C-33661,59309.7
C-24599,129436.09
C-23732,49865.82
C-25831,0.0
C-18147,29560.02
C-6934,0.0
C-28686,57256.98
C-19282,28330.1
C-2358,15798.14
C-47592,107129.57
C-22504,101605.63
C-41881,16113.14
C-18606,0.0
C-39477,67317.69
C-10695,59813.72
C-7274,95035.91
C-16951,23546.45
C-39283,38071.66
C-33226,83856.7
C-45867,0.0
C-26234,39801.86
C-18621,110192.36
C-28391,45683.58
C-33011,46982.13
C-13801,186984.26
C-23356,9926.05
C-13604,45018.07
C-24165,0.0
C-18900,58300.51
C-45444,0.0
C-32151,77166.35
C-2295,101060.95
C-4999,95483.02
C-48714,108735.87
C-41263,54968.18
C-17919,14684.13
C-418,65156.65
C-16065,58644.1
C-48790,50097.01
C-15002,27862.02
C-12210,13243.08
C-45953,27488.35
C-30509,43033.36
C-31013,42317.47
C-4158,10054.53
C-36630,33968.92
C-2257,21506.15
C-17583,125871.04
C-33751,136899.28
C-8669,0.0
C-12391,38089.03
C-48871,0.0
C-17754,0.0
C-11414,63056.03
C-2363,29372.38
C-1633,25643.47
C-43044,63718.22
C-30724,101858.19
C-36732,135382.96
C-12897,81126.27
C-8812,75771.97
C-4413,0.0
C-13226,65899.39
C-42056,54199.64
C-21524,125863.24
C-13180,0.0
C-27934,28314.32
C-45785,0.0
C-32278,55538.77
C-28481,63657.57
C-31793,163089.22
C-25329,0.0
C-607,25641.73
C-23526,52779.46
C-28376,21650.96
C-7114,94055.19
C-45323,7964.77
C-4355,90196.96
C-31694,15719.38
C-33367,65070.94
C-25230,35905.63
C-7243,39363.2
C-28393,19639.45
C-45074,0.0
C-27868,14548.44
C-23859,10368.44
C-23862,54672.27
C-36187,82646.03
C-32816,1133.73
C-12953,36001.03
C-44060,76781.55
C-31921,35660.47
C-42790,31255.67
C-33960,28459.14
C-27585,0.0
C-35628,60854.63
C-8367,44822.99
C-3087,24841.97
C-13788,22908.48
C-28787,0.0
C-15265,72085.05
C-22481,10548.74
C-44100,0.0
C-32923,0.0
C-12720,0.0
C-9286,23541.78
C-5008,10467.23
C-14693,34385.32
C-6116,33213.44
C-18614,135963.28
C-49188,9579.06
C-29858,110808.97
C-34656,0.0
C-7561,81328.87
C-39602,47320.39
C-3135,41077.03
C-16010,83612.25
C-19797,78354.17
C-31439,56053.59
C-14069,0.0
C-7676,42180.24
C-13086,67824.25
C-43374,0.0
C-14894,59400.42
C-34924,58811.64
C-36726,71733.86
C-10895,11050.71
C-43931,199935.0
C-13141,65570.56
C-27628,43716.77
C-3953,5662.0
C-4753,117006.43
C-28237,143387.97
C-43451,42800.73
C-14968,50510.71
C-17176,50365.76
C-13765,47390.8
C-30299,64330.65
C-41113,108070.51
C-49327,2692.67
C-4971,16704.5
C-32550,16935.07
C-15174,77595.51
C-26940,153265.33
C-14633,136986.48
C-28996,90644.78
C-42090,0.0
C-32876,22190.7
C-43303,0.0
C-20128,36459.31
C-23886,55910.25
C-23530,54764.72
C-35926,76675.86
C-33054,50697.4
C-7423,170661.99
C-21425,0.0
C-5837,67953.42
C-49834,30456.02
C-30196,59695.89
C-40907,96227.97
C-48477,33417.36
C-24617,52174.89
C-7894,52111.87
C-40544,106300.21
C-28600,49125.01
C-25474,53655.29
C-18438,77995.36
C-18742,25684.04
C-14937,99541.05
C-1419,44776.62
C-32233,0.0
C-34598,123594.42
C-14651,46165.89
C-44547,54874.44
C-31095,62679.77
C-20848,25188.84
C-44321,0.0
C-19757,14145.67
C-6776,158373.2
C-3589,81789.76
C-2452,63623.35
C-27823,62607.48
C-45730,29576.75
C-47984,0.0
C-23600,51955.74
C-47761,60459.27
C-26511,95987.21
C-17014,28304.97
C-46406,1528.97
C-13322,65808.9
C-22738,0.0
C-19583,45326.95
C-46455,31304.67
C-24006,44383.16
C-39897,17205.07
C-698,52070.35
C-33882,49620.45
C-39957,34191.58
C-6026,26831.06
C-49142,67193.4
C-41921,27916.83
C-36543,9870.82
C-12609,0.0
C-45694,72315.18
C-45145,14695.65
C-9883,39624.16
C-18600,26440.93
C-20814,9038.46
C-41565,0.0
C-24193,9233.56
C-34370,2071.06
C-8766,43964.55
C-16946,50176.75
C-36966,43913.74
C-43788,78418.22
C-17871,31968.54
C-22078,60514.38
C-26228,68682.02
C-28167,8039.5
C-12936,20752.62
C-2130,218474.2
C-28958,43754.54
C-42164,165598.38
C-20927,93057.27
C-7887,68045.37
C-9927,23040.1
C-21032,27995.8
C-35541,48814.63
C-10465,32756.19
C-36184,162530.66
C-6878,64115.16
C-36669,111651.27
C-49475,0.0
C-12969,0.0
C-42115,63711.22
C-32010,17182.79
C-36465,19764.18
C-43665,15842.06
C-48879,0.0
C-10492,186886.92
C-29126,61010.35
C-11859,58739.2
C-19806,40490.78
C-30126,84668.76
C-22583,45700.08
C-24247,46890.07
C-3545,69292.87
C-46577,40587.41
C-16633,28505.82
C-26890,31180.72
C-19793,71977.96
C-32341,26960.97
C-10825,0.0
C-24418,56235.56
C-10805,135066.08
C-41240,134054.58
C-25404,8816.77
C-30000,53457.79
C-42509,48626.82
C-43158,70280.42
C-8952,25508.28
C-35203,26141.33
C-15286,0.0
C-19933,11909.99
C-42608,0.0
C-8413,78007.13
C-21272,129305.05
C-38244,83059.44
C-44899,0.0
C-37083,0.0
C-31572,56704.87
C-23687,0.0
C-40636,0.0
C-12480,22818.05
C-32609,43175.89
C-27413,14688.06
C-43701,0.0
C-25667,52170.54
C-6910,0.0
C-32042,54805.33
C-40667,46026.2
C-25991,0.0
C-21764,49411.58
C-42529,0.0
C-44277,0.0
C-27960,172308.7
C-47843,0.0
C-14426,48397.27
C-46516,0.0
C-5903,122214.1
C-20944,67426.43
C-11696,10673.85
C-42835,0.0
C-5646,12361.16
C-46895,0.0
C-46003,0.0
C-34056,62191.69
C-1482,9118.17
C-34398,30289.81
C-36666,42468.08
C-10874,0.0
C-2538,33489.95
C-35286,194537.0
C-21902,0.0
C-40795,16918.64
C-25399,0.0
C-11482,45725.83
C-34671,73497.17
C-24332,18738.29
C-4616,41937.45
C-8621,87221.44
C-30047,19838.94
C-31627,11337.23
C-6253,27079.01
C-45608,7147.2
C-17123,19981.96
C-3086,176976.27
C-33749,2071.06
C-35003,47305.12
C-8845,82628.37
C-4512,61396.35
C-15245,60759.69
C-21575,3527.69
C-6288,89059.66
C-19621,184731.97
C-13985,73294.2
C-26305,185157.46
C-21606,60733.42
C-24002,91563.88
C-28404,34181.97
C-15594,26900.21
C-36587,56002.11
C-20371,51821.77
C-7181,29298.51
C-859,47490.0
C-46233,24993.16
C-37454,30155.92
C-26834,37670.42
C-48021,126567.67
C-45887,0.0
C-24250,45979.38
C-30479,85521.06
C-15959,19724.0
C-6938,176215.43
C-34813,28976.95
C-8871,23016.86
C-37996,80968.53
C-46065,18503.12
C-5798,29319.19
C-22408,64386.56
C-42886,24407.7
C-1748,28500.51
C-15153,3500.66
C-22721,125906.45
C-31799,58667.4
C-25654,11400.52
C-24564,49860.51
C-18482,22396.48
C-37079,51726.49
C-19651,25344.0
C-24735,57868.38
C-26653,26238.04
C-20283,35655.55
C-6988,25770.85
C-23218,14726.83
C-25046,24804.73
C-42303,0.0
C-24160,18877.6
C-16201,23821.18
C-23342,60694.43
C-33428,0.0
C-13636,21280.57
C-25507,0.0
C-18268,117567.73
C-2604,32924.09
C-30506,96952.66
C-10429,0.0
C-40490,0.0
C-2072,27852.22
C-16177,10261.03
C-10689,35655.66
C-27096,43891.83
C-34467,47685.8
C-26004,52969.24
C-15039,0.0
C-22565,14673.52
C-24924,25293.8
C-40929,33805.7
C-21163,56132.76
C-476,19734.45
C-48120,0.0
C-12942,81530.05
C-48819,0.0
C-29267,81958.06
C-933,32638.02
C-8622,44256.02
C-37630,16578.5
C-27145,0.0
C-45577,55804.66
C-13870,54900.28
C-48054,44768.39
C-22665,72293.0
C-6702,49118.35
C-36456,74573.28
C-5104,81189.03
C-49581,26445.72
C-37103,24479.87
C-43371,0.0
C-21586,108739.96
C-24527,80708.94
C-33252,59458.19
C-46092,28246.78
C-29275,41741.36
C-26211,28122.17
C-15077,14722.6
C-10780,72691.68
C-16487,22699.49
C-49673,50819.83
C-15218,38353.71
C-9747,5789.07
C-17173,117966.24
C-35763,167117.76
C-14805,44006.82
C-27499,58066.85
C-38542,0.0
C-29524,23723.52
C-20918,0.0
C-20852,82873.81
C-32993,6066.46
C-3464,50866.96
C-20268,9340.46
C-25715,1500.28
C-15857,7812.79
C-13190,10846.69
C-14348,28473.62
C-13094,56886.88
C-15464,4881.11
C-17427,75271.62
C-34,38518.08
C-942,52298.73
C-40542,23569.34
C-23846,80410.08
C-23038,81235.77
C-8423,28112.58
C-9795,45099.97
C-46011,0.0
C-41461,0.0
C-34836,29450.93
C-17478,26449.66
C-40539,67347.11
C-16719,92905.5
C-29379,56680.18
C-2707,0.0
C-1621,26395.74
C-12071,0.0
C-26119,49601.51
C-45394,0.0
C-42773,0.0
C-6850,98773.45
C-46122,8605.01
C-37557,88538.04
C-14178,17790.25
C-31608,48834.53
C-6843,0.0
C-28957,15540.51
C-10802,27998.0
C-43107,81040.13
C-40810,60847.15
C-28980,7190.54
C-11697,26816.35
C-16609,0.0
C-4195,44266.46
C-49270,39415.16
C-38670,51659.62
C-39510,30409.27
C-7184,28544.47
C-41525,49735.01
C-19137,65799.48
C-19703,0.0
C-12552,80801.44
C-21755,35155.17
C-7036,0.0
C-22648,8845.44
C-29700,102822.36
C-24704,30571.21
C-33964,105585.69
C-31516,15221.5
C-13869,29497.17
C-20554,106964.41
C-46579,54912.3
C-1937,97837.99
C-29572,74532.65
C-26852,57818.37
C-5726,46191.86
C-31273,141548.78
C-6143,32139.54
C-25544,148366.58
C-46646,53140.55
C-40681,81726.85
C-47934,0.0
C-47361,30821.75
C-6005,41443.51
C-8259,106742.22
C-18854,29459.84
C-20518,34482.32
C-1105,50637.87
C-18921,134122.62
C-8503,28642.79
C-37570,62588.07
C-3161,43397.25
C-46084,43294.65
C-10509,64721.8
C-21492,76939.22
C-256,8768.0
C-2487,15997.5
C-47039,20008.55
C-24315,12749.01
C-47163,26621.99
C-7736,25689.53
C-9898,0.0
C-20897,12293.58
C-15554,23917.74
C-8747,178778.87
C-29015,170529.25
C-17962,22710.82
C-4467,45619.19
C-37189,42773.16
C-7056,121544.14
C-15165,31751.47
C-8035,8099.85
C-1235,163291.6
C-18007,12153.01
C-2967,74687.18
C-31988,97661.21
C-28323,0.0
C-37086,46834.79
C-45147,30558.78
C-26778,63380.71
C-25307,77894.44
C-39933,81734.72
C-22121,0.0
C-29430,30011.92
C-3009,18680.3
C-40589,56147.44
C-7295,116435.51
C-22842,57538.48
C-29874,20806.81
C-42232,0.0
C-3843,8483.26
C-12256,44001.53
C-23628,16149.43
C-702,33712.42
C-3401,40008.86
C-1693,35392.7
C-32688,91671.31
C-18271,10601.09
C-38794,10639.13
C-6993,55304.66
C-16007,15465.08
C-7326,166968.51
C-42114,49451.49
C-24182,54192.16
C-15452,71095.83
C-36684,16500.92
C-25852,29803.36
C-1514,67398.54
C-17163,59937.18
C-30538,58978.73
C-42688,71459.42
C-1597,65689.27
C-15872,33074.64
C-36310,65808.06
C-31615,78514.08
C-37793,10142.25
C-29975,25837.53
C-1393,39283.78
C-44941,0.0
C-31300,28748.39
C-41743,56464.13
C-47993,48590.99
C-1510,64418.72
C-42808,0.0
C-4484,14588.63
C-32875,42447.36
C-15659,15773.03
C-6319,103499.35
C-49478,0.0
C-41666,24526.01
C-45542,0.0
C-43971,0.0
C-20215,8945.11
C-33587,31778.61
C-20687,8903.76
C-18767,13880.77
C-4173,40609.01
C-8553,43846.65
C-31581,74817.38
C-2460,89616.74
C-5277,61191.67
C-39363,15222.66
C-33227,121379.0
C-41323,0.0
C-37122,0.0
C-26612,65142.96
C-39485,8993.49
C-41690,0.0
C-16030,28291.33
C-11644,2320.42
C-38446,10350.31
C-31606,50396.01
C-33535,45115.45
C-17187,69457.13
C-6252,113294.38
C-34045,93721.77
C-28483,105718.77
C-33824,36167.09
C-3501,197458.44
C-10930,44038.15
C-13108,65648.87
C-17247,47320.7
C-10384,100821.61
C-39424,66582.14
C-26734,47330.94
C-44957,0.0
C-32751,0.0
C-27542,0.0
C-23764,81996.39
C-35949,6252.78
C-23525,21708.18
C-39395,0.0
C-12030,63271.76
C-49389,29589.51
C-30356,13892.45
C-18764,30255.85
C-38304,63511.07
C-14422,105588.36
C-6274,29400.97
C-34863,31947.55
C-969,33586.47
C-43854,15342.75
C-38473,95454.08
C-27274,48427.05
C-38277,61487.89
C-46663,62065.36
C-13351,0.0
C-7304,31199.85
C-27138,23199.58
C-21093,96762.47
C-48612,0.0
C-32392,36572.1
C-33070,44328.58
C-22512,13332.33
C-23520,33051.56
C-49023,0.0
C-42148,15523.2
C-6586,8756.13
C-18935,43519.35
C-28505,104193.86
C-31745,81290.13
C-13213,25668.56
C-24258,144794.9
C-42368,0.0
C-23539,70005.13
C-28273,25290.23
C-2762,34930.43
C-18073,21911.91
C-29009,15858.7
C-36056,163210.61
C-49482,0.0
C-47882,42664.35
C-45777,0.0
C-47025,22792.84
C-33556,24624.05
C-27458,54511.83
C-32995,57529.24
C-9761,47086.17
C-22541,66630.17
C-23582,15219.59
C-9053,15211.97
C-40540,0.0
C-15789,183990.79
C-26401,121614.74
C-8439,48599.52
C-31588,36299.68
C-40154,25846.99
C-5809,11040.13
C-44835,0.0
C-27885,45375.45
C-34496,22858.97
C-1518,24875.11
C-31496,149647.04
C-23096,48926.18
C-15347,0.0
C-3365,47010.45
C-15049,23849.84
C-23387,65082.47
C-1132,184124.59
C-26766,75583.6
C-18884,91500.34
C-16438,56384.21
C-4871,40446.54
C-42212,0.0
C-1220,31635.65
C-2820,55300.22
C-48443,14931.13
C-40618,11987.77
C-4492,98925.06
C-17526,32778.77
C-36764,57413.79
C-40697,11885.66
C-5699,34269.47
C-16339,0.0
C-42081,0.0
C-27068,52180.15
C-21811,8207.42
C-45266,90400.66
C-9806,38705.49
C-30086,84961.66
C-24180,89187.75
C-36455,111420.43
C-26739,23533.64
C-3758,45204.06
C-27152,103582.45
C-29231,61026.01
C-19565,46588.02
C-45512,0.0
C-6440,36501.96
C-9560,103490.48
C-45312,98242.49
C-33380,45125.24
C-49371,22738.01
C-10673,19100.27
C-20651,46690.32
C-20663,0.0
C-19113,8777.84
C-2192,66275.74
C-19931,25160.44
C-10102,158353.91
C-4388,36082.5
C-37651,29178.53
C-21938,41185.1
C-12365,29785.33
C-4844,41912.9
C-35265,63038.57
C-18250,26190.65
C-46016,186424.39
C-26343,27611.83
C-5714,98897.37
C-40287,164213.85
C-17685,104343.06
C-29592,99935.35
C-32132,0.0
C-5529,47043.09
C-5549,74671.96
C-17056,45572.56
C-16549,44254.74
C-34974,18859.97
C-9978,73852.67
C-33726,28232.48
C-8715,69771.1
C-18557,15371.85
C-10706,103429.33
C-40231,82031.67
C-23332,84126.32
C-9177,9091.13
C-25217,92614.07
C-15727,24528.56
C-2970,23946.38
C-39938,67111.3
C-21709,165102.93
C-308,83766.16
C-32462,0.0
C-15966,59842.99
C-38031,101538.52
C-21888,65620.94
C-46228,140730.67
C-4674,36089.94
C-28078,17550.77
C-47638,29113.99
C-27782,1877.92
C-8494,73719.17
C-19332,23205.32
C-46435,0.0
C-28129,63271.29
C-48003,0.0
C-8888,22436.02
C-4846,82705.41
C-10897,27394.52
C-42763,12220.65
C-26781,24422.5
C-28306,15781.78
C-7425,17381.84
C-45705,0.0
C-25772,0.0
C-45791,31477.93
C-25396,0.0
C-43835,54238.54
C-15782,33378.45
C-10362,26986.99
C-12400,35115.75
C-42603,58117.13
C-24943,28295.85
C-38941,73357.41
C-17889,116484.98
C-10198,43416.43
C-33548,0.0
C-18736,66332.58
C-38103,116924.75
C-36529,91548.74
C-3402,75061.57
C-13097,50221.34
C-20894,29476.35
C-48655,8032.56
C-9463,16037.68
C-32163,23999.76
C-24779,24351.32
C-21176,38448.38
C-1029,87752.12
C-18547,0.0
C-5331,122095.46
C-41155,59465.3
C-12114,51799.83
C-22874,95166.52
C-27763,65490.83
C-796,19077.17
C-23901,23312.62
C-26812,25231.16
C-692,0.0
C-3783,72442.57
C-1868,23916.64
C-49649,0.0
C-17668,102240.27
C-5172,92597.61
C-48982,135641.06
C-30051,47666.12
C-36524,34644.67
C-49516,0.0
C-22915,80100.92
C-5848,33168.46
C-37102,24165.41
C-24036,26875.52
C-10730,32066.34
C-19568,31185.61
C-37063,14516.22
C-37427,16689.31
C-3160,156510.14
C-21352,60467.41
C-9694,0.0
C-36185,113078.96
C-34566,23311.65
C-17590,85407.15
C-14070,56125.85
C-36909,25939.69
C-24801,40645.83
C-25398,0.0
C-48472,48172.89
C-24227,130955.74
C-45392,22280.63
C-28631,168076.78
C-24630,0.0
C-38614,0.0
C-33456,84763.64
C-20050,43915.99
C-11179,61254.2
C-11025,41743.06
C-22110,26390.89
C-27837,83166.1
C-37688,76093.5
C-30219,99102.49
C-10638,192336.01
C-7622,109336.4
C-5568,58130.03
C-10827,20402.5
C-45935,0.0
C-37013,136392.06
C-10444,94235.72
C-25583,9643.62
C-41356,33516.21
C-26364,71507.18
C-1960,15619.6
C-42424,52089.1
C-4505,24445.71
C-46376,2857.23
C-36267,0.0
C-47806,73652.77
C-8837,82624.09
C-6805,56959.46
C-6941,0.0
C-8178,76332.4
C-13930,116582.37
C-24791,73332.35
C-35326,71148.65
C-33981,46897.96
C-44074,3413.61
C-1856,20230.2
C-22160,0.0
C-10003,45044.5
C-34059,81604.29
C-26601,101727.61
C-21500,188139.65
C-25294,12041.66
C-24221,31430.68
C-27764,67813.21
C-29263,27594.7
C-13521,9004.08
C-35280,49852.91
C-6144,70505.24
C-43987,73970.16
C-14586,27006.49
C-15234,10727.08
C-12403,81933.8
C-49417,44771.52
C-31372,2873.73
C-1146,21272.26
C-8828,56104.83
C-49512,48797.46
C-42253,56056.77
C-42803,79619.33
C-10737,40161.56
C-599,108192.28
C-41018,39121.16
C-31833,83400.19
C-38905,0.0
C-20746,0.0
C-9348,49693.01
C-49249,8969.7
C-49826,27041.68
C-33945,31136.37
C-27158,24426.1
C-30972,198849.1
C-6533,0.0
C-13514,0.0
C-28536,9179.13
C-28926,29848.53
C-16940,14606.01
C-49314,0.0
C-33576,53949.76
C-29091,16088.37
C-4296,90236.34
C-35672,16876.11
C-16625,45316.48
C-16550,58246.35
C-31861,71032.65
C-46444,39623.2
C-42628,0.0
C-42325,0.0
C-14008,64476.32
C-14497,51659.05
C-28537,12760.27
C-41252,119524.7
C-30292,25253.54
C-9179,95461.53
C-12966,38232.92
C-25784,51371.54
C-17750,73709.07
C-20252,48863.73
